CASE6;D1;Narrator;Um doente do sexo masculino com 46 anos tem programado um transplante de rim devido a doença policística renal grave. A equipe cirúrgica é formada por um Urologistaa e um cirurgião experiente em transplantes como assistente, um anestesiologista, um assistente de anestesiologista, uma enfermeira  instrumentista e uma enfermeira circulante. A cirurgia dura 5 horas, sem intercorrências. Em primeiro lugar, os rins císticos foram removidos  através de laparotomia superior e mediana. Em segundo lugar, foi transplantado o rim  esquerdo de cadáver, implantado através de incisão na fossa ilíaca direita. O cirurgião começou a fechar as incisões, ao mesmo tempo que a equipe de cirurgia confere os instrumentos e as diversas compressas utilizadas durante a cirurgia. A enfermeira instrumentista percebe que falta uma compressa. Naquele momento, a primeira incisão já estava fechada e a segunda praticamente terminada.
CASE6;D1.1;Cirurgião assistente ;Só uma? Deve estar nalgum lado!
CASE6;D1.1.1;Instrumentalista nurse;Impossível! Fiz o meu trabalho corretamente!
CASE6;D1.1.2;Instrumentalista nurse;Claro, temos de resolver o problema juntos. 
CASE6;D1.1.3;Instrumentalista nurse;É no interesse do doente! Não podemos ver isto de forma ligeira!
CASE6;D1.1.4;Instrumentalista nurse;Claro! Porque são sempre as enfermeiras que cometem erros?
CASE6;D1.2;Urologista;Acontece muitas vezes, quase sempre é um erro de cálculo. 
CASE6;D1.2.2;Instrumentalista nurse;Vamos enfrentar o problema juntos, e calmamente tentar encontrar a melhor solução. 
CASE6;D1.3;Urologista;Tens a certeza? Os cálculos estão corretos? 
CASE6;D1.3.3;Instrumentalista nurse;Não, estou a brincar. 
CASE6;D1.4;Enfermeira circulante;Não pode ser verdade, inclusivamente isto!
CASE6;D1.4.1;Instrumentalista nurse;Não sejas impaciente, ainda tens um longo trabalho!
CASE6;D1.4.4;Instrumentalista nurse;Sim, é verdade, e tu tens também que colaborar e encontrar uma solução!
CASE6;D2;Urologista;Por favor, volta a contar outra vez as compressas utilizadas.
CASE6;D2.1;Enfermeira circulante;O doente seguinte está lá fora à espera. 
CASE6;D2.1.1;Urologista;Vai ter de esperar, temos de resolver isto agora. 
CASE6;D2.1.2;Anestesiologista;Não me importo, está dentro do meu horário de trabalho!
CASE6;D2.1.3;Urologista;Isso não tem importância, temos de resolver isto agora!
CASE6;D2.1.4;Cirurgião assistente ;Por favor, calem-se e concentrem-se. 
CASE6;D2.2;Cirurgião assistente ;É mesmo necessário? Está por aqui, não percam tempo! 
CASE6;D2.2.1;Urologista;Com esta atitude não vamos resolver nada. 
CASE6;D2.2.2;Instrumentalista nurse;Estou a fazer o melhor possível, não me apressem. 
CASE6;D2.2.3;Enfermeira circulante;Não és o cirurgião, não podes decidir. 
CASE6;D2.2.4;Anestesiologista;Concordo contigo. 
CASE6;D2.3;Anestesiologista;A cirurgia dura 5 horas, era bom irmos terminando. 
CASE6;D2.3.4;Cirurgião assistente ;Não distraias a enfermeira instrumentista, temos de resolver a situação o mais rápido possível. 
CASE6;D2.4;Instrumentalista nurse;Vou fazê-lo imediatamente. 
CASE6;D2.4.1;Cirurgião assistente ;Era bom  se conseguisses apressar-te. 
CASE6;D2.4.2;Urologista;Obrigado, apreciamos o esforço. 
CASE6;D2.4.3;Enfermeira circulante;Rápido, estamos com pressa. 
CASE6;D2.4.4;Anestesiologista;Por favor, faz isso!
CASE6;D3;Instrumentalista nurse;Infelizmente, os números não estão certos. 
CASE6;D3.1;Urologista;Respira! Tem de ser encontrada o mias rápido possível. 
CASE6;D3.1.1;Instrumentalista nurse;Vamos manter a calma. Irritados não resolvemos nada. 
CASE6;D3.1.2;Cirurgião assistente ;Não te preocupes, vai tudo correr bem. Mas, por segurança, vamos observar o abdómen. 
CASE6;D3.1.3;Anestesiologista;Isso não é minha responsabilidade. 
CASE6;D3.1.4;Cirurgião assistente ;Não é minha responsabilidade! Mas temos de fazer alguma coisa. 
CASE6;D3.2;Enfermeira circulante;Não é a primeira vez que acontece, e no fim conseguimos sempre encontrá-la.
CASE6;D3.2.1;Urologista;Pode ser que tenha ficado dentro do abdómen. 
CASE6;D3.2.2;Cirurgião assistente ;Certo, vamos tentar resolver, mas a responsabilidade não é minha. 
CASE6;D3.2.4;Cirurgião assistente ;Tanto faz, só quero acabar a cirurgia. 
CASE6;D3.3;Cirurgião assistente ;Tenho a certeza que está por aqui. Por favor despacha-te, o meu próximo doente está à espera na outra sala de operações. 
CASE6;D3.3.1;Urologista;Vamos manter a calma. Se te irritas, não se resolve nada. 
CASE6;D3.3.2;"Anestesiologista - Correction (Spanish) - ""siempre siempre"" to ""siempre""";Não é a primeira vez que acontece, mas sempre se encontrou. 
CASE6;D3.3.4;Urologista;Isto também é da tua responsabilidade, por favor, tenta resolver o problema!
CASE6;D3.4;Enfermeiro de anestesia ;O que acontece se não encontrarmos?
CASE6;D3.4.4;Urologista;Por favor, acaba com isso, não temos mesmo tempo para estar desesperados. 
CASE6;D4;Enfermeiro de anestesia ;Vamos ver no chão e por baixo do equipamento. 
CASE6;D4.1;Cirurgião assistente ;Se usarmos o raio X, podíamos facilmente descartar se a compressa ficou no doente. Se não encontrar-mos nada podemos procurar no chão.  
CASE6;D4.1.1;Anestesiologista;Temos de tomar decisões depressa, porque o doente não tolera a cirurgia mais tempo. 
CASE6;D4.2;Urologista;Obrigado pelo apoio. 
CASE6;D4.3;Instrumentalista nurse;Não acredito que esteja longe. 
CASE6;D4.4;Enfermeira circulante;Eu ajudo-te. Quanto mais olhos, melhor. 
CASE6;D5;Enfermeiro de anestesia ;Infelizmente, não encontramos nada. 
CASE6;D5.1;Urologista;Não podemos comprometer a segurança do doente e a qualidade dos cuidados, vamos acabar com este problema. 
CASE6;D5.1.1;Instrumentalista nurse;Queres abrir o doente?
CASE6;D5.1.2;Cirurgião assistente ;Finalmente! Acontece alguma coisa!
CASE6;D5.2;Cirurgião assistente ;Surpresa!
CASE6;D5.2.1;Enfermeira circulante;Essa atitude não ajuda. 
CASE6;D5.2.2;Urologista;Por favor, apoiem-nos com ideias úteis. 
CASE6;D5.3;Anestesiologista;Temos de tomar decisões depressa, porque o doente não tolera a cirurgia mais tempo. 
CASE6;D5.3.1;Urologista;Vamos dar o nosso melhor. 
CASE6;D5.3.2;Cirurgião assistente ;O teu trabalho é resolver. 
CASE6;D6;Urologista;Ambas incisões estão praticamente fechadas, reabrir seria um grande risco para o doente. Não podemos comprometer a segurança dos doentes, por favor façam a radiografia. 
CASE6;D6.1;Urologista;Porquê essa atitude? Tens alguma ideia melhor?
CASE6;D6.1.1;Anestesiologista;Já era tempo de faze-lo. 
CASE6;D6.2;Urologista;Vamos encontrar a melhor solução. 
CASE6;D6.2.1;To review - This dialogue does not seem to make sense in the context of this Case.;Eu vou fazer os Raio-X.
CASE6;D6.3.1;Cirurgião assistente ;Finalmente!
CASE6;D6.4;Anestesiologista;Concordo contigo. 
CASE6;D6.4.1;Instrumentalista nurse;Era a melhor opção. 
CASE6;D7;Urologista;Não encontrámos nada na radiografia. De acordo com isto a compressa não está no abdómen. Fizemos tudo o que pudemos. Temos de registar o sucedido no diário cirúrgico e informar o doente. 
CASE6;D7.1;Cirurgião assistente ;Foi o melhor que pudemos fazer. 
CASE6;D7.2;Enfermeira circulante;Vou informar a equipe seguinte desta decisão. 
CASE6;D7.3;Anestesiologista;A enfermeira responsável  da equipe é a circulante. Ela vai organizar  a equipe. 
CASE6;D7.4;Anestesiologista;De acordo, vou preparar o doente para o despertar. 
