CASE5;D1;Narrator;Una cirugía está en proceso (colecistectomía laparoscópica), con un equipo de cirugía formado por dos cirujanos generales, un anestesiologo y tres enfermeras (circulantes, de anestesia e instrumentista). El teléfono suena y responde la enfermera circulante, la cuál comparte la informacion con el resto del equipo. ;
CASE5;D1.0;Circulating nurse;"El Cirujano obstétrico informa que hay una mujer embarazada de parto, la cuál va a necesitar someterse a una cesárea urgente, porque el feto está en peligro. Traerán a la embarazada al quirófano, pero sólo tenemos un equipo de enfermería. Tenemos que encontrar la mejor manera de resolver esta situación.""";
CASE5;D1.1;Assistant surgeon;No me importa! Deben esperar. Tenemos que acabar la cirugía antes.;
CASE5;D1.1.1;Circulating nurse;Es una situación de emergencia y no pueden esperar. Debemos encontrar una solución.;
CASE5;D1.1.2;Chief surgeon;Vamos a afrontar el problema juntos, de forma calmada, e intentar encontrar la mejor solución.;
CASE5;D1.1.3;Circulating nurse;El cirujano obstétrico ha decidido que traeran a a la embarazada. Tenemos que buscar otras opciones.;
CASE5;D1.1.4;Circulating nurse;Tu no eres el jefe aquí, as que no es tú decisión.;
CASE5;D1.2;Chief surgeon;Soy quien está al mando y no permitiré que traigan a más pacientes a mi teatro de operaciones.;
CASE5;D1.2.4;Circulating nurse;No tenemos personal disponible. Tenemos que encontrar otra solución.;
CASE5;D1.3.1;Circulating nurse;En efecto, debemos solucionar este problema.;
CASE5;D1.3.2;Circulating nurse;Pero esto es una situación de emergencia y no puede esperar!;
CASE5;D1.4;Scrub nurse;Nadie sale de la sala. Llamad a otro equipo de enfermeras.;
CASE5;D2;Chief surgeon;De forma tranquila vamos a pensar juntos y tratar de encontrar una solución adecuada.;
CASE5;D2.1;Circulating nurse;En lo que respecta a los anestesistas, ¿tenemos recursos disponibles?;
CASE5;D2.1.1;Anaesthesiologist ;Me temo que soy el único anestesiologo de guardia.;
CASE5;D2.1.2;Anaesthesiologist ;No lo sé, no es mi trabajo saber el horario de todo el mundo.;
CASE5;D2.1.3;Assistant surgeon;Eso no importa, debemos continuar con la cirugía!;
CASE5;D2.1.4;Assistant surgeon;Por favor, callaos para que podamos continuar.;
CASE5;D2.2;Assistant surgeon;No me voy a ir y no me importa!;
CASE5;D2.2.1;Chief surgeon;Con esa actitud no vamos a solventar nada. Debe haber una solución.;
CASE5;D2.2.2;Anaesthesiologist ;Vamos a comprobar los recursos. Hay otro anestesista de guardia, así que no hay problema en ese sentido.;
CASE5;D2.2.3;Circulating nurse;Tu eres el cirujano, deberías preocuparte.;
CASE5;D2.2.4;Anaesthesiologist ;Hacedmelo saber si puedo ser de ayuda.;
CASE5;D2.3;Anaesthetic nurse;No puedo dividirme en dos! Deberíais saber que estas situaciones pueden suceder.;
CASE5;D2.3.3;Anaesthesiologist ;No lo sé, no es mi trabajo saber el horario de todo el mundo.;
CASE5;D2.3.4;Assistant surgeon;No distraigais al cirujano, debemos tenerminar.;
CASE5;D2.4;Scrub nurse;No sé que es lo que quieren de nosotros, y no me importa!;
CASE5;D2.4.3;Circulating nurse;Yo no lo sé tampoco, solo he cogido el teléfono y os lo he hecho saber.;
CASE5;D2.4.4;Assistant surgeon;Por favor, callaos para que podamos continuar.;
CASE5;D3;Chief surgeon;Mantengamos el tema. En cuanto a la anestesia, está resuelto pero no podemos dispersarnos, todavía hay una situación que resolver.;
CASE5;D3.1;Scrub nurse;Siempre es lo mismo. El jefe debería resolverlo.;
CASE5;D3.1.1;Chief surgeon;Vamos a mantener la calma. Irritados no podemos resolver nada.;
CASE5;D3.1.2;Circulating nurse;Esta no es la primera vez que ocurre, pero siempre lo resolvemos al analizar las opciones.;
CASE5;D3.1.3;Anaesthesiologist ;Yo ya he contribuido; no puedo resolverlo por mi cuenta.
CASE5;D3.1.4;Assistant surgeon;No es mi trabajo tampoco! Pero deberíamos hacer algo.;
CASE5;D3.2;Circulating nurse;No es la primera vez que ocurre, pero siempre lo hemos sacado adelante.;
CASE5;D3.2.1;Chief surgeon;Sin exaltarnos, analicemos las opciones...;
CASE5;D3.2.2;Assistant surgeon;Vale, vamos a intentar resolverlo, pero no es mi trabajo hacerlo.;
CASE5;D3.2.4;Assistant surgeon;Lo que sea, solo quiero terminar esta cirugía.;
CASE5;D3.3;Assistant surgeon;Yo no me voy!;
CASE5;D3.3.1;Chief surgeon;Mantengamos al calma. Si gritamos no resolveremos nada.;
CASE5;D3.3.2.;Circulating nurse;Mi sugerencia es que la enfermera circulante ayude en esta sala. Las otras dos enfermeras asumirán en la otra sala las funciones de circulación y anestesia.;
CASE5;D3.3.4;Chief surgeon;No me vuelvas a gritar!;
CASE5;D3.4;Circulating nurse;¿Vosotros creeis que debería resolverlo? ¡Ni hablar!;
CASE5;D4;Chief surgeon;La anestesia está puesta. El cirujano asistente y yo no podemos salir de la habitación. El equipo de enfermería, ¿cómo podemos resolverlo?;
CASE5;D4.1;Anaesthetic nurse;¿El equipo de enfermería? ¡Claro que sí! ¡No tenemos que resolver nada!;
CASE5;D4.2;Assistant surgeon;Yo no tengo nada que ver, ¡no estoy aquí para hacer el trabajo de otro!;
CASE5;D4.3;Scrub nurse;Estamos en medio de una operación. ¡No me voy de aquí!;
CASE5;D4.4;Circulating nurse;Tenemos que encontrar una solución para que las dos salas funcionen.;
CASE5;D4.4.1;Chief surgeon;Vale, ¿y cuáles son las opciones?;
