CASE5;D1;Narrator;Egy műtétet két általános sebészből, egy aneszteziológusból és három nővérből (műtőssegéd, aneszteziológus asszisztens, műszerelő műtőrnő) álló műtéti team végzi.
CASE5;D1.0;Műtőssegéd;A nőgyógyász elmondja, hogy van egy várandós a szülőszobán, akinek azonnal császármetszésre van szüksége, mivel a magzat veszélyben van. A várandóst felhozzák a műtőbe, azonban csak a 3 nővér áll
CASE5;Q1.1;Első asszisztens;Nem érdekel. Várjanak. Először be kell fejeznünk ezt a műtétet.
CASE5;D1.1.1;Műtőssegéd;Ez egy sürgősségi szituáció, nem várhatunk. megoldást kell találnunk.
CASE5;D1.2.3;Műtőssegéd;Ez egy sürgősségi szituáció, nem várhatunk. megoldást kell találnunk.
CASE5;D1.4.3;Műtőssegéd;Ez egy sürgősségi szituáció, nem várhatunk. megoldást kell találnunk.
CASE5;Q1.3;Operatőr;Gondolkodjunk együtt és nyugodtan találjuk meg a legjobb megoldást.
CASE5;D1.1.2;Operatőr;Gondolkodjunk együtt és nyugodtan találjuk meg a legjobb megoldást.
CASE5;D1.2.2;Operatőr;Gondolkodjunk együtt és nyugodtan találjuk meg a legjobb megoldást.
CASE5;D1.4.2;Operatőr;Gondolkodjunk együtt és nyugodtan találjuk meg a legjobb megoldást.
CASE5;D1.1.3;Műtőssegéd;A nőgyógyász úgy döntött, hogy felhozzák a várandóst. Más megoldást kell találnunk.
CASE5;D1.2.1;Műtőssegéd;A nőgyógyász úgy döntött, hogy felhozzák a várandóst. Más megoldást kell találnunk.
CASE5;D1.3.3;Műtőssegéd;A nőgyógyász úgy döntött, hogy felhozzák a várandóst. Más megoldást kell találnunk.
CASE5;D1.4.4;Műtőssegéd;A nőgyógyász úgy döntött, hogy felhozzák a várandóst. Más megoldást kell találnunk.
CASE5;D1.1.4;Műtőssegéd;Nem Ön a főnök, nem az Ön döntése.
CASE5;Q1.2;Operatőr;Én vagyok egyedül ügyeletben, így nem negedem, hogy több beteget hozzanak fel a műtőbe.
CASE5;D1.2.4;Műtőssegéd;Nem áll rendelkezésre megfelelő személyzet. Más megoldást kell találnunk.
CASE5;D1.3.4;Műtőssegéd;Nem áll rendelkezésre megfelelő személyzet. Más megoldást kell találnunk.
CASE5;D1.4.1;Műtőssegéd;Nem áll rendelkezésre megfelelő személyzet. Más megoldást kell találnunk.
CASE5;D1.3.1;Műtőssegéd;Bárhogy is van, meg kell oldanunk ezt a problémát.
CASE5;D1.3.2;Műtőssegéd;Ez egy sürgősségi szituáció, nincs időnk várni.
CASE5;Q1.4;Műszerelő műtősnő;Senki sem hagyhatja el a műtőt. Hívjanak egy másik nővéri csapatot.
CASE5;D2;Operatőr;Nyugodtan gondoljuk végig a helyzetet és próbáljuk megfelelő megoldást találni.
CASE5;Q2.1;Műtőssegéd;Ami az aneszteziológusokat illeti, van szabad kapacitásuk?
CASE5;D2.1.1;Aneszteziológus ;Attól félek, én vagyok az egyetlen ügyeletben lévő aneszteziológus.
CASE5;D2.1.2;Aneszteziológus ;Nem tudom, nem az én feladatom ismerni mások időbeosztását.
CASE5;D2.1.3;Első asszisztens;Ez most nem fontos, folytassuk a műtétet.
CASE5;D2.1.4;Első asszisztens;Fogja be végre és folytassuk a műtétet.
CASE5;Q2.2;Első asszisztens;Nem érdekel, nem megyek el!
CASE5;D2.2.1;Operatőr;Ezzel a hozzáállással nem oldunk meg semmit. Kell lennie megoldásnak.
CASE5;D2.3.1;Operatőr;Ezzel a hozzáállással nem oldunk meg semmit. Kell lennie megoldásnak.
CASE5;D2.4.1;Operatőr;Ezzel a hozzáállással nem oldunk meg semmit. Kell lennie megoldásnak.
CASE5;D2.2.2;Aneszteziológus ;Gondoljuk át az erőforrásokat. Más aneszteziológus is ügyeletben van, ez nem probléma.
CASE5;D2.3.2;Aneszteziológus ;Gondoljuk át az erőforrásokat. Más aneszteziológus is ügyeletben van, ez nem probléma.
CASE5;D2.4.2;Aneszteziológus ;Gondoljuk át az erőforrásokat. Más aneszteziológus is ügyeletben van, ez nem probléma.
CASE5;D2.2.3;Műtőssegéd;Ön a sebész, önnek kellene aggódnia.
CASE5;D2.2.4;Aneszteziológus ;Kérem szóljon, amennyiben a segítségére lehetek.
CASE5;Q2.3;Aneszteziológus asszisztens;Nem tudok ketté osztódni! Tisztában kellene lenniük azzal, hogy ilyen megtörténhet.
CASE5;D2.3.3;Aneszteziológus ;Nem tudom, nem az én feladatom ismerni mások időbeosztását.
CASE5;D2.3.4;Első asszisztens;Ne zavarja a sebészt, ezt most be kell fejeznünk.
CASE5;Q2.4;Műszerelő műtősnő;Nem tudom, mit akarnak tőlünk, de nem is érdekel.
CASE5;D2.4.3;Műtőssegéd;Én sem tudom, én csak felvettem a telefont és tájékoztattam Önt.
CASE5;D2.4.4;Első asszisztens;Fogja be végre és folytassuk a műtétet.
CASE5;D3;Operatőr;Ne térjünk el a tárgytól. Anesztézia szemponjából rendben vagyunk, azonban van itt más is, amit meg kell oldanunk.
CASE5;Q3.1;Műszerelő műtősnő;Mindig ugyanaz történik, mindent a főnöknek kell megoldania.
CASE5;D3.1.1;Operatőr;Nyugodjunk meg, feszülten nem oldahtunk meg semmit.
CASE5;D3.1.2;Műtőssegéd;Nem ez az első alkalom, hogy ilyen problémávl állunk szemben, azonban mindig sikerült megoldani. Gondoljuk át a lehetőségeket.
CASE5;D3.1.3;Aneszteziológus ;Én már részt vettem a feladatban, de egyedül nem tudom megoldani.
CASE5;D3.1.4;Első asszisztens;Nem is az én feladatom, de tennünk kell valamit!
CASE5;Q3.2;Műtőssegéd;Nem ez az első alkalom, hogy ilyen problémávl állunk szemben, azonban mindig sikerült megoldani. 
CASE5;D3.2.1;Operatőr;Vállveregetés nélkül elemezzük a lehetőségeket...
CASE5;D3.2.2;Első asszisztens;Rendben, próbáljuk meg megoldani a helyzetet, azonban továbbra sem az én feladatom lenne.
CASE5;D3.2.4;Első asszisztens;Mindegy, csak fejezzük már be végre!
CASE5;Q3.3;Első asszisztens;Nem megyek el.
CASE5;D3.3.1;Operatőr;Nyugodjunk meg! Kiabálással nem oldunk meg semmit.
CASE5;D3.3.2.1;Műtőssegéd;Javaslom, hogy a műtőssegéd maradjon ebben a műtőben. A másik 2 kolléga pedig a másik műtőben lássa el a műtőssegédi és aneszteziológiai asszisztensi feladatokat.
CASE5;D3.3.4;Operatőr;Többet ne kiabáljon velem!
CASE5;Q3.4;Műtőssegéd;Ön szerint nekem kellene megoldanom? Nem hiszem!
CASE5;Q4;Operatőr;Az anesztézia megoldódott. Az első asszisztens és én nem hagyhatjuk el a műtőt. Asszisztencia, hogyan oldjuk ezt meg?
CASE5;D4.1;Aneszteziológus asszisztens;Asszisztencia? Természetesen! Nem nekünk kell mindent megoldani.
CASE5;D4.2;Első asszisztens;Semmi közöm hozzá, nem azért vagyok itt, hogy más munkáját végezzem!
CASE5;D4.3;Műszerelő műtősnő;Egy műtét közepén vagyunk. Nem mehetek el innen.
CASE5;D4.4;Műtőssegéd;Olyan megoldást kell találnunk, ami mindkét műtő számára megfelelő.
CASE5;D4.4.1;Operatőr;Rendben, milyen egyéb lehetőségeink vannak?
CASE5;Q5;Műtőssegéd;Nem veszélyeztethetjük a betegek biztonságát és az ellátás minőségét, de ismétlem, mindkét helyiségnek működnie kell.
CASE5;D5.1;Aneszteziológus asszisztens;Azért vagyok itt, hogy a munkámat végezzem, megteszem ami tőlem telik.
CASE5;D5.1.1;Műtőssegéd;Szóval, tudunk megoldást találni?
CASE5;D5.2;Műszerelő műtősnő;Azért vagyok itt, hogy a munkámat végezzem,de sajnos azt csinálom amit Ön kér tőlem.
CASE5;D5.2.1;Műtőssegéd;Nem segít ez a hozzáállás.
CASE5;D5.3;Első asszisztens;Szerezzek egy másik műtéti teamet? Nekem kellene ezt megoldani?
CASE5;D5.3.1;Műtőssegéd;Nincs más team ügyeletben.
CASE5;D5.4;Aneszteziológus ;Megtettem ami tőlem telt. Miért kell tovább hallganom ezt?
CASE5;D5.4.1;Műtőssegéd;Ezt a döntést közösen kell meghoznunk.
CASE5;Q6;Operatőr;Ez nem segíti a megoldást. Hogyan garantálhatjuk a betegek biztonságát úgy hogy közben a második műtő is elinduljon?
CASE5;D6.1;Aneszteziológus ;Sok beszédnek sok az alja. Mi a megoldás?
CASE5;D6.1.1;Operatőr;Mi ez a hozzáállás? Megoldást keresünk!
CASE5;D6.2;Műtőssegéd;A szabályzat szerint osszuk két részre az asszisztenciát.
CASE5;D6.2.1;Operatőr;Találjuk meg a legjobb megoldást.
CASE5;D6.3;Első asszisztens;Nem kezdünk bele egy másik műtétbe! Egyéb vélemény?
CASE5;D6.3.1;Operatőr;Mi ez a hozzáállás? Megoldást keresünk!
CASE5;D6.4;Műszerelő műtősnő;Mint mindig... mindig ugyanazok oldják meg a problémákat.
CASE5;D6.4.1;Operatőr;Mi ez a hozzáállás? Megoldást keresünk!
CASE5;Q7;Aneszteziológus asszisztens;Megint ugyanaz!Átmegyek a másik műtőbe és meglátjuk mi lesz. Baromság...
CASE5;D7.1;Első asszisztens;Azt szeretné, ha átmennék a másik műtőbe?
CASE5;D7.1.1;Műtőssegéd;Nuygodjunk meg és álljunk hozzá konstruktívan.
