CASE3;S1;NARRADOR;Všichni členové týmu jsou na svých místech,  jste hlavní endoskopista a chystáte se na zavedení koloskopu.  
CASE3;Q1;NARRADOR;Co řeknete ?
CASE3;D1.1;NARRADOR;Jsme připraveni? Můžeme začít?
CASE3;D1.2;NARRADOR;Ano, vše je v pořádku.
CASE3;D1.3;NARRADOR;Vy nemusíte mít ústenku ? Řídíte se nějakými zvláštními pravidly, o kterých nevím?
CASE3;D1.1.1;NARRADOR;Nemáte ústenku, prosím nasaďte si ji. 
CASE3;D1.1.2;NARRADOR;Okamžitě si nasaďte ústenku, měla by jste ji mít v průběhu celé endoskopie, je to součást standardního oblečení k výkonu. 
CASE3;D1.1.3;NARRADOR;To je neuvěřitelné! Okamžitě vypadněte a vraťte se, jakmile budete vědět, jak být správně oblečena k endoskopii. 
CASE3;D1.1.4;NARRADOR;Promiňte, neuvědomila jsem si to.
CASE3;D1.5;NARRADOR;Endoskopická sestra si nasadí ústenku, vyšetření je zahájeno. Zavedete endoskop a otočíte se k sestře.
CASE3;D2.1;NARRADOR;Zahajujeme endoskopickou slizniční resekci časného karcinomu konečníku. Jedná se o poměrně specifický výkon, viděla jste endoskopické nálezy před vyšetřením ? 
CASE3;D2.2;NARRADOR;Ano, prošla jsem si je.
CASE3;D2.3;NARRADOR;Ve vašem případě je to téměř důvod koslavě…
CASE3;D2.1.1;NARRADOR;Velmi dobře! To rád slyším! Je dobré, když si sestra předem projde plánovaný postup.
CASE3;D2.1.2;NARRADOR;Výborně, takže doufám, že vaše práce bude výrazně lepší než kompletnost vašeho oblečení.  
CASE3;D2.1.3;NARRADOR;OK.
CASE3;D2.1.4;NARRADOR;Endoskopická sestra začne plakat a vyběhne z vyšetřovny. Po chvíli přichází nová zdravotní sestra.
CASE3;D3.1;NARRADOR;Injektor.
CASE3;D4.1;NARRADOR;Promiňte, nerozuměla jsem. 
CASE3;D4.2;NARRADOR;Tento ?
CASE3;D4.4;NARRADOR;Ano, samozřejmě, jaký jiný? Asistovala jste vůbec někdy u endoskopické slizniční resekce. 
CASE3;D4.5;NARRADOR;Tento typ výkonu jsem viděla několikrát, ale sama jsem při něm ještě neasistovala. Doufám, že to zvládnu.
CASE3;D4.6;NARRADOR;Vy okamžitě odejděte a pošlete sem sestru se zkušenostmi s tímto výkonem. 
CASE3;D4.1.1;NARRADOR;To je váš problém, je mi to jedno, měla jste se ozvat dříve. Jen vás varuji !
CASE3;D4.1.2;NARRADOR;Jste si jistá, že to zvládnete?
CASE3;D4.1.3;NARRADOR;Perfektní, také věřím, že to společně zvládneme. V každém případě se prosím ujistěte, že máte k dispozici zkušenou sestru, která vám v případě potřeby přijde pomoci.
CASE3;D4.1.4;NARRADOR;Polypektomická klička.
CASE3;D6.1;NARRADOR;Endoskopická sestra podá kličku endoskopistovi. Endoskopista 1 s ní pracuje, vytáhne ji z endoskopu a podá zpět sestře, která ji odloží na stolek s akcesorii. 
CASE3;D6.2;NARRADOR;Céva praskla a intenzivně krvácí. Podejte mi coaggraspery, rychle !
CASE3;D6.3;NARRADOR;Endoskopická sestra opakovaně hledá mezi nástroji na stolku s akcesorii. Nakonec jeden z nich podává endoskopistovi. 
CASE3;D6.4;NARRADOR;Toto není správný nástroj.
CASE3;D6.5;NARRADOR;Negativní emoce spojené s fyzickými projevy agrese - házení nástrojů - jsou naprosto nepřijatelné. 
CASE3;A6.1;NARRADOR;Negativní emoce spojené s psychickým  nátlakem „pacient kvůli vám vykrvácí“ jsou naprosto nepřijatelné. 
CASE3;A6.2;NARRADOR;Hodíte nástroj zpět sestře a křičíte:
CASE3;D6.1.1;NARRADOR;To jsem nechtěl! Co mi to podáváte ? 
CASE3;D6.2.1;NARRADOR;Vrátíte nástroj zpět endoskopické sestře  a řeknete:
CASE3;D6.1.2;NARRADOR;Toto nejsou Coaggraspery ! Podejte mi je rychle, jinak kvůli vám pacient vykrvácí.
CASE3;D6.2.2;NARRADOR;Chtěl jsem Coaggraspery, prosím, podejte mi je.
CASE3;D6.3.1;NARRADOR;To nejsou Coaggraspery, připravila jste si je?
CASE3;D6.1.4;NARRADOR;Prosím pomozte sestře.
CASE3;D6.4.1;NARRADOR;Asistující endoskopista a endoskopická sestra společně hledají správný nástroj na stolku s akcesorii. 
CASE3;D6.4.2;NARRADOR;Endoskopická sestra podává správný nástroj. Endoskopista zastaví krvácení a vrátí nástroj sestře. 
CASE3;D7.1;NARRADOR;Krvácení se zastavilo. Jaká je situace?
CASE3;D7.2;NARRADOR;Pacient je stabilní, můžeme pokračovat.
