CASE9;D1.1;NARRADOR;Entrámos no colón ascendente e identificámos o pólipo séssil grande.  
CASE9;D1.2;NARRADOR;No centro do ecrã existe um adenoma tubular. Conseguem vê-lo? Agora é importante escolher a melhor opção de tratamento. Esta lesão é benigna e, por isso, podemos escolher uma ressecção endoscópica da mucosa.  
CASE9;D1.1.1;NARRADOR;Estou a aborrecer-vos? 
CASE9;D1.1.1.1;NARRADOR;Desculpe, estávamos a discutir o caso. 
CASE9;D1.1.2;NARRADOR;Estudiantes, por favor, prestad atención a mi presentación. Volveremos a discutir todo en detalle, después de la examinación.			Alunos, por favor, tomem atenção à minha apresentação. Vamos discutir tudo com detalhe outra vez, depois do exame. 
CASE9;D1.1.3;NARRADOR;Calem-se imediatamente, ou mando-vos sair da sala. 
CASE9;D1.1.4;NARRADOR;Stop talking immediately and pay attention to me. Later, I will not explain you anything and I will test you.	Dejad de hablar inmediatamente y prestadme atención. Después, no explicaré nada y os pondré a prueba.			Parem de falar imediatamente e prestem-me  atenção. Mais tarde não vou explicar mais nada e vou testar-vos. 
CASE9;D2.1;NARRADOR;Agora devem ouvir sem discussões. 
CASE9;D2.2;NARRADOR;O doente começa a estar inquieto. 
CASE9;D2.1.1;NARRADOR;Por favor, acalme-se enquanto eu ensino os estudantes. 
CASE9;D2.1.2;NARRADOR;Por favor, dê a pré-medicação ao doente de acordo com o plano. 
CASE9;D2.1.2.1;NARRADOR;Durante o procedimento é necessário manter uma anestesia adequada para que o doente não sinta nenhuma dor. 
CASE9;D2.1.3;NARRADOR;Bom, incrível! Se não me tivesse dito, não saberia. Fico satisfeito por finalmente pensar no doente. 
CASE9;D2.1.4;NARRADOR;Certo. Obrigado pela informação. 
CASE9;D2.1.4.2;NARRADOR;Alguma dor? Precisa de analgésicos?
CASE9;D2.1.4.3;NARRADOR;Obrigado, Doutor, ainda não, por favor continue. 
CASE9;D3.1;NARRADOR;Parem de incomodar o médico, ou alguma coisa pode correr mal. 
CASE9;D4.1;NARRADOR;Injetor.
CASE9;D4.2;NARRADOR;Injeção submucosa.
CASE9;D4.3;NARRADOR;Laço de polipectomia. 
CASE9;D4.4;NARRADOR;O vaso rompeu, vejo uma hemorragia intensa. Passe as pinças. Rápido!
CASE9;D4.5;NARRADOR;Algum coisa mal? Pode explicar-nos qual é o problema? 
CASE9;D4.6;NARRADOR;É perigoso? Como podemos estancar uma hemorragia desta intensidade?
CASE9;D4.7;NARRADOR;Desculpe, há algum problema? 
CASE9;D4.1.1;NARRADOR;Por favor, passa-me as pinças.
CASE9;D4.1.1.1;NARRADOR;Não se preocupe, vamos resolver tudo, os vasos sanguíneos começaram a sangrar intensamente e vamos pará-los. 
CASE9;D4.1.1.2;NARRADOR;Espere um momento, por favor!
CASE9;D4.1.1.3;NARRADOR;Por favor, assuma a comunicação com os estudantes agora. 
CASE9;D4.1.2;NARRADOR;Parem de falar uns com os outros imediatamente. Não consigo ouvir as minhas próprias palavras. 
CASE9;D4.1.2.1;NARRADOR;Dá-me as pinças imediatamente!
CASE9;D4.1.3.1;NARRADOR;Por favor, assuma a comunicação com os estudantes agora e explique a situação. 
CASE9;D4.1.4;NARRADOR;Por favor, estejam calados, vamos discutir tudo dentro de momentos. 
CASE9;D6.1;NARRADOR;Pode passar-me essas pinças hemostáticas rápido? Está a inundar-se em sangue e não consigo ver nada. 
CASE9;D6.2;NARRADOR;Desculpe, mas receio que não vá correr bem. 
