CASE3;Q1;NARRADOR;Que fazes?
CASE3;Q2;NARRADOR;Que dizes?
CASE3;Q3;NARRADOR;Como reages?
CASE3;S1;NARRADOR;A localização deste cenário é a sala de Endoscopia. O doente está em posição (deitado sobre o lado esquerdo). A sala está devidamente equipada. A colonoscopia sob anestesia geral está programada.  
CASE3;D1.1;NARRADOR;Todos os membros da equipa estão nos seus lugares. Tu és o Primeiro Endoscopista e seguras o endoscópio preparado para a inserção. Perguntas: 
CASE3;D1.2;NARRADOR;Estamos prontos? Podemos começar? 
CASE3;D1.3;NARRADOR;Sim, tudo em ordem.
CASE3;D1.1.1;NARRADOR;Não tens de usar máscara? Segues alguma regra especial da qual eu não esteja informado? 
CASE3;D1.1.2;NARRADOR;Não tens a máscara posta, põe-a!
CASE3;D1.1.3;NARRADOR;Põe a máscara imediatamente! Tens de a usar durante a endoscopia, faz parte do código básico de fardamento.
CASE3;D1.1.4;NARRADOR;Isto é incrível! Sai imediatamente e volta quando souberes  vestir-te apropriadamente para o procedimento. 
CASE3;D1.5;NARRADOR;Desculpe, não tinha reparado. 
CASE3;D2.1;NARRADOR;A enfermeira de endoscopia põe a máscara e o procedimento começa. O endoscópio é introduzido e voltas-te para a enfermeira. 
CASE3;D2.2;NARRADOR;Estamos a começar a ressecção endoscópica da mucosa rectal cancerosa inicial. É um tipo de procedimento muito especial. Verificaste os achados endoscópicos?
CASE3;D2.3;NARRADOR;Sim, verifiquei. 
CASE3;D2.1.1;NARRADOR;No teu caso, isto é quase razão para festejar...
CASE3;D2.1.2;NARRADOR;Muito bem! Gosto de ouvir isso! É bom quando um enfermeiro está consciente do procedimento antecipadamente. 
CASE3;D2.1.3;NARRADOR;Excelente, espero que o teu trabalho seja melhor que o teu código de fardamento para a endoscopia. 
CASE3;D2.1.4;NARRADOR;Certo. 
CASE3;D3.1;NARRADOR;A enfermeira de endoscopia começa a chorar e sair a correr da sala. Algum tempo depois, entra outra enfermeira.
CASE3;D4.1;NARRADOR;Injetor.
CASE3;D4.2;NARRADOR;Desculpe, não percebi.
CASE3;D4.4;NARRADOR;É este?
CASE3;D4.5;NARRADOR;Sim, claro, qual havia de ser? Já assististe alguma vez a uma ressecção endoscópica da mucosa?
CASE3;D4.6;NARRADOR;Já vi este tipo de cirurgia várias vezes, mas ainda nunca a fiz eu próprio. Com sorte, vou conseguir. 
CASE3;D4.1.1;NARRADOR;Sai imediatamente e manda-me um enfermeiro experiente neste tipo de procedimento. 
CASE3;D4.1.2;NARRADOR;Problema teu, não quero saber, devias ter dito antes. Só aviso que pode haver algum problema!
CASE3;D4.1.3;NARRADOR;Tens a certeza que consegues manejá-lo?
CASE3;D4.1.4;NARRADOR;Perfeito, acredito que juntos vamos conseguir. Por favor assegura-te que a enfermeira que vier está disponível para te ajudar. 
CASE3;D6.1;NARRADOR;Laço de polipectomia.
CASE3;D6.2;NARRADOR;A enfermeira de endoscopia passa o laço ao Primeiro Endoscopista. Este continua, de repente, retira o laço do endoscópio e entrega-o à enfermeira de endoscopia. A enfermeira põe-o na mesa em conjunto com os acessórios. 
CASE3;D6.3;NARRADOR;Rebentou o vaso, estou a ver uma hemorragia intensa, passa as pinças, rápido!
CASE3;D6.4;NARRADOR;A enfermeira procura várias vezes entre os instrumentos na mesa auxiliar. Por fim passa alguma coisa ao Endoscopista. 
CASE3;D6.5;NARRADOR;Este não é o instrumento correto. 
CASE3;A6.1;NARRADOR;Sentimentos negativos ligados a manifestações de agressão física- atirar objetos aos assistentes- são completamente inapropriados. 
CASE3;A6.2;NARRADOR;Sentimentos negativos conjugados com a coerção psicológica "o doente vai sangrar até à morte por tua culpa! São absolutamente inaceitáveis. 
CASE3;D6.1.1;NARRADOR;Atiras o instrumento à enfermeira e gritas: 
CASE3;D6.2.1;NARRADOR;Eu não queria isto! O que é que me está a acontecer?
CASE3;D6.1.2;NARRADOR;Devolves o instrumento à enfermeira de endoscopia e dizes:
CASE3;D6.2.2;NARRADOR;Isto não são as pinças hemostáticas, dá-mas rapidamente, ou o doente sangra até à morte por tua culpa. 
CASE3;D6.3.1;NARRADOR;Queria as pinças hemostáticas, por favor passa-mas!
CASE3;D6.1.4;NARRADOR;Estes não são as pinças hemostáticas. Já as preparaste?
CASE3;D6.4.1;NARRADOR;Por favor ajuda a enfermeira. 
CASE3;D6.4.2;NARRADOR;O endoscopista 2 e a enfermeira de endoscopia procuram juntos o instrumento correto na mesa dos acessórios.
CASE3;D7.1;NARRADOR;A enfermeira passa o instrumento correto enquanto trabalhas. Pára a hemorragia, devolve o instrumento à enfermeira.
CASE3;D7.2;NARRADOR;A hemorragia parou. Como está a situação?
CASE3;D7.3;NARRADOR;O doente está estável, podemos continuar. 
CASE3;D7.4;NARRADOR;Dá-me um hemoclipe, por favor.
CASE3;D7.1.1;NARRADOR;Não percebo nada, Podes falar de forma a que te entenda, e alto?
CASE3;D7.1.2;NARRADOR;Desculpe. Não percebi. Por favor fala mais alto, devagar e de forma clara. 
CASE3;D7.1.3;NARRADOR;O quê? O quê!
CASE3;D7.1.4;NARRADOR;Não podes assistir, não podes falar, isto é demais. Podia ter-me assistido a mim próprio. 
CASE3;D8.1;NARRADOR;A enfermeira de endoscopia procura entre os instrumentos, segura-o e este cai. 
CASE3;D8.2;NARRADOR;Provavelmente dormiste mal, certo?
CASE3;D8.1.1;NARRADOR;Como está o doente? E a pressão sanguínea? 
CASE3;D8.2.1;NARRADOR;Pode acontecer a qualquer um.
CASE3;D8.1.2;NARRADOR;Por favor, preocupa-te com o assunto. O doente está agitado, não podemos trabalhar corretamente. 
CASE3;D8.1.3;NARRADOR;Continua a trabalhar. 
CASE3;D8.1.4;NARRADOR;Provavelmente não estás nos melhores dias hoje. 
CASE3;D9.1;NARRADOR;Dirige-se à enfermeira de endoscopia.
CASE3;A9.2;NARRADOR;Os insultos pessoais não são aceitáveis. 
CASE3;D9.1.1;NARRADOR;Sai imediatamente e chama a enfermeira chefe.  
CASE3;D9.1.2;NARRADOR;És completamente inútil!
CASE3;D9.1.3;NARRADOR;Há alguma enfermeira disponível para te ajudar? O doente é complicado. Não te preocupes e chama-a. 
CASE3;D9.1.4;NARRADOR;Devo assistir-me a mim próprio?
CASE3;D10.1;NARRADOR;A enfermeira 2 vem e começa a ajudar a primeira 
CASE3;D11.1;NARRADOR;A secretária entra na sala de forma inesperada e fala contigo.
CASE3;D11.2;NARRADOR;Vai acabar o procedimento, por favor? Há quatro doentes na sala de espera que foram marcados e estão nervosos. 
CASE3;D11.3;NARRADOR;As pessoas externas não deviam ter acesso aberto à sala de exames. 
CASE3;D11.1.1;NARRADOR;Por favor, quais são os doentes marcados e qual é a situação e assegure-se que não somos interrompidos. 
CASE3;D11.1.2;NARRADOR;Remarca os doentes para horários diferentes. 
CASE3;D11.1.3;NARRADOR;Sai imediatamente e não nos incomodes!
CASE3;D11.1.4;NARRADOR;Volta mais tarde. 
