CASE3;S1;NARRADOR;La localización del escenario es el teatro de endoscopia. El paciente está en posición para la colonoscopia. El teatro tiene el equipo común. La colonoscopia bajo anestesia general está programada. 
CASE3;Q1;NARRADOR;¿Como reaccionaras?
CASE3;D1.1;NARRADOR;Todos los miembros del equipo están en sus sitios, tú eres el Endoscopista 1  y estás sosteniendo el endoscopio preparado para la inserción. Entonces preguntas:
CASE3;D1.2;NARRADOR;¿Estamos listos? ¿Podemos empezar?
CASE3;D1.3;NARRADOR;Sí, todo esta bien.
CASE3;D1.1.1;NARRADOR;¿No tienes que llevar la mascarilla? ¿Sigues alguna regla especial de la que no esté informado?
CASE3;D1.1.2;NARRADOR;No tienes la mascarilla puesta, póntela.
CASE3;D1.1.3;NARRADOR;¡Coge la mascarilla inmediatamente! Deberías llevarla durante la endoscopia, es una parte básica del código de vestimenta.
CASE3;D1.1.4;NARRADOR;¡Esto es increíble! Sal de aquí inmediatamente y vuelve cuando sepas como vestirte apropiadamente para la operación.
CASE3;D1.5;NARRADOR;Disculpa, no me había dado cuenta.
CASE3;D2.1;NARRADOR;La enfermera de endoscopia se pone la máscara y empieza el procedimiento. Introduces el endoscopio y te giras hacia la enfermera. 
CASE3;D2.2;NARRADOR;Estamos empezando la resección endoscópica de la mucosa del cáncer de recto temprano. Es un tipo de procedimiento muy especial. ¿Has verificado los hallazgos endoscópicos?
CASE3;D2.3;NARRADOR;Sí, los he verificado.
CASE3;D2.1.1;NARRADOR;En tu caso, eso es algo casi para celebrar...
CASE3;D2.1.2;NARRADOR;¡Muy bien! ¡Me alegra escuchar eso! Es bueno cuando una enfermera está al tanto del procedimiento planeado de antemano.
CASE3;D2.1.3;NARRADOR;Excelente, entonces espero que tu trabajo sea mejor que tu código de vestimenta para la endoscopia.
CASE3;D2.1.4;NARRADOR;Bien.
CASE3;D3.1;NARRADOR;La enfermera de endoscopia comienza a llorar y sale corriendo del teatro. Tras un rato, entra otra enfermera. 
CASE3;D4.1;NARRADOR;Inyector.
CASE3;D4.2;NARRADOR;Disculpa, no te he entendido.
CASE3;D4.4;NARRADOR;¿Es este?
CASE3;D4.5;NARRADOR;Sí, claro, cual si no. ¿Has asistido alguna vez durante una resección endoscópica de la mucosa?
CASE3;D4.6;NARRADOR;He visto este tipo de cirugías varias veces, pero no la he experimentado por mi cuenta, aún. Con suerte, lo podré manejar.
CASE3;D4.1.1;NARRADOR;Vete inmediatamente y envíame a una enfermera experimentada en este tipo de procedimientos.  
CASE3;D4.1.2;NARRADOR;Ese es tu problema, no me importa, deberías haberlo dicho antes. ¡Solo te advierto de cualquier problema! 
CASE3;D4.1.3;NARRADOR;¿Estás segura de que podrás manejarlo? 
CASE3;D4.1.4;NARRADOR;Perfecto, yo también creo que podremos manejarlo juntos. En cualquier caso, por favor, asegúrate de que haya una enfermera de repuesto disponible por si necesitas ayuda.
CASE3;D6.1;NARRADOR;Lazo de polipectomía.
CASE3;D6.2;NARRADOR;La enferemera de endoscopia te pasa el lazo y trabajas. De repente, extraes el lazo del endoscopio y se lo das a la enfermera. La enfermera lo pone de vuelta en la mesa.
CASE3;D6.3;NARRADOR;Ha estallado el vaso, veo sangrado intenso, pásame el fórceps. ¡Rápido!
CASE3;D6.4;NARRADOR;La enfermera rebusca repetidamente entre las herramientas de la mesa, hasta que te da una herramienta.
CASE3;D6.5;NARRADOR;Esa no es la herramienta correcta.
CASE3;A6.1;NARRADOR;Emociones negativas vinculadas a manifestaciones físicas de agresión - como tirar objetos a los asistentes – son absolutamente inapropiados. 
CASE3;A6.2;NARRADOR;Emociones negativas junto a la coerción psicológica “el paciente se desangrará hasta morir por tu culpa” con absolutamente inaceptables. 
CASE3;D6.1.1;NARRADOR;Lanzas el intrumento de vuelta a la enfermera y le gritas:
CASE3;D6.2.1;NARRADOR;¡No quería eso! ¿Qué me estás pasando?
CASE3;D6.1.2;NARRADOR;Le das la herramienta de vuelta a la enfermera y dices:
CASE3;D6.2.2;NARRADOR;Esto no es el fórceps Coagrasper, dámelo rápido, o el paciente se desangrará hasta morir por tu culpa.
CASE3;D6.3.1;NARRADOR;Quería un fórceps Coagrasper, por favor, dámelo.
